rule_id,source,key,column,raw_value,severity,category,description,action
price_high_mad,ANALYSE,5025,price,112.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,5026,price,86.8,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,5565,price,92.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,5580,price,83.7,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,5612,price,124.8,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,5767,price,175.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,5892,price,191.3,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,5916,price,93.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,5917,price,122.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,5918,price,114.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,6126,price,135.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,6201,price,105.6,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,6202,price,116.4,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,6212,price,115.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,6213,price,121.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,6214,price,99.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,6215,price,115.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
price_high_mad,ANALYSE,6216,price,121.0,info,inhabituel_plausible,Prix élevé selon le z-score modifié MAD; un vin premium peut rester parfaitement valide.,Revue métier priorisée; aucune correction ou exclusion automatique.
web_blank_export_rows,WEB,*,post_type,83,low,anomalie_probable,L'export contient des lignes sans type ni attribut produit utile.,Vérifier le paramétrage d'export; elles ne sont pas assimilées à des produits.
erp_stock_status_inconsistent,ERP,4039,stock_status,outofstock,medium,anomalie_probable,Le statut ne correspond pas à la règle quantité zéro / quantité positive.,Confirmer la règle métier et la synchronisation de l'ERP.
erp_stock_status_inconsistent,ERP,4885,stock_status,instock,medium,anomalie_probable,Le statut ne correspond pas à la règle quantité zéro / quantité positive.,Confirmer la règle métier et la synchronisation de l'ERP.
liaison_id_web_missing,LIAISON,4055,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4090,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4092,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4195,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4209,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4233,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4278,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4279,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4565,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4577,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4578,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4594,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4599,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4659,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4692,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4693,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4697,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4698,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4702,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4721,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4738,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4744,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4798,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4874,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4911,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,4973,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,5017,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,5020,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,5070,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,5075,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,5560,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,5569,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,5805,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,5808,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,5952,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6125,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6324,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6327,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6594,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6821,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6824,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6825,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6826,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6864,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6866,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6869,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6875,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6898,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6899,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6900,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6901,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6902,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6903,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6904,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6905,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6906,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6907,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6908,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,6909,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7008,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7009,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7010,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7015,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7081,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7084,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7085,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7086,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7087,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7088,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7131,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7132,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7133,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7136,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7137,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7159,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7161,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7162,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7163,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7164,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7168,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7169,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7170,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
