product_id,id_web,product_type,total_sales,stock_quantity,couverture_au_rythme_octobre_mois,valeur_stock_cout_ht,segment_stock
4670,15525,Vin,12.0,30,2.5,268.8,couverture_1_a_3_mois
4666,13647,Vin,11.0,24,2.1818181818181817,268.32,couverture_1_a_3_mois
5797,15688,Vin,11.0,29,2.6363636363636362,267.96,couverture_1_a_3_mois
6572,15704,Vin,8.0,12,1.5,267.36,couverture_1_a_3_mois
4684,14451,Vin,10.0,28,2.8,264.59999999999997,couverture_1_a_3_mois
5964,13662,Vin,13.0,31,2.3846153846153846,263.81,couverture_1_a_3_mois
5380,16022,Vin,10.0,27,2.7,263.78999999999996,couverture_1_a_3_mois
4720,16513,Vin,13.0,31,2.3846153846153846,262.26000000000005,couverture_1_a_3_mois
5610,14912,Vin,11.0,29,2.6363636363636362,261.58,couverture_1_a_3_mois
4650,15206,Vin,9.0,20,2.2222222222222223,261.4,couverture_1_a_3_mois
4186,16190,Vin,11.0,29,2.6363636363636362,261.29,couverture_1_a_3_mois
5554,13969,Vin,7.0,13,1.8571428571428572,257.78999999999996,couverture_1_a_3_mois
4049,16043,Vin,10.0,25,2.5,256.75,couverture_1_a_3_mois
4212,15717,Vin,8.0,12,1.5,256.68,couverture_1_a_3_mois
4099,15813,Vin,14.0,40,2.857142857142857,256.4,couverture_1_a_3_mois
4619,11049,Vin,4.0,8,2.0,256.08,couverture_1_a_3_mois
4400,14768,Cognac,9.0,12,1.3333333333333333,254.16,couverture_1_a_3_mois
4995,14509,Vin,4.0,6,1.5,253.92000000000002,couverture_1_a_3_mois
4689,13736,Vin,13.0,38,2.923076923076923,253.83999999999997,couverture_1_a_3_mois
4980,15229,Vin,8.0,18,2.25,253.79999999999998,couverture_1_a_3_mois
4783,13754,Vin,8.0,16,2.0,253.6,couverture_1_a_3_mois
4888,15776,Vin,6.0,17,2.8333333333333335,252.45,couverture_1_a_3_mois
4216,15213,Vin,13.0,35,2.6923076923076925,252.0,couverture_1_a_3_mois
5904,15856,Vin,13.0,27,2.076923076923077,251.64000000000001,couverture_1_a_3_mois
6568,15707,Vin,4.0,7,1.75,249.97,couverture_1_a_3_mois
5488,14712,Vin,6.0,11,1.8333333333333333,249.7,couverture_1_a_3_mois
5474,14679,Vin,8.0,11,1.375,248.27,couverture_1_a_3_mois
4225,16497,Vin,13.0,27,2.076923076923077,245.16,couverture_1_a_3_mois
5519,15860,Vin,13.0,35,2.6923076923076925,245.0,couverture_1_a_3_mois
4996,14508,Vin,4.0,6,1.5,244.20000000000002,couverture_1_a_3_mois
4654,13514,Vin,9.0,14,1.5555555555555556,244.01999999999998,couverture_1_a_3_mois
4086,16013,Vin,11.0,30,2.727272727272727,243.90000000000003,couverture_1_a_3_mois
6631,15795,Vin,7.0,10,1.4285714285714286,243.9,couverture_1_a_3_mois
4267,16537,Vin,12.0,26,2.1666666666666665,242.58,couverture_1_a_3_mois
5561,19820,Vin,6.0,8,1.3333333333333333,242.16,couverture_1_a_3_mois
4975,14756,Vin,9.0,19,2.111111111111111,241.87,couverture_1_a_3_mois
4632,2179,Vin,7.0,9,1.2857142857142858,241.83,couverture_1_a_3_mois
4609,15145,Vin,14.0,40,2.857142857142857,241.6,couverture_1_a_3_mois
4103,16505,Vin,12.0,30,2.5,240.0,couverture_1_a_3_mois
4250,16317,Vin,11.0,24,2.1818181818181817,239.28000000000003,couverture_1_a_3_mois
4063,16319,Vin,12.0,33,2.75,237.27,couverture_1_a_3_mois
4251,15032,Vin,11.0,31,2.8181818181818183,237.15,couverture_1_a_3_mois
6227,15163,Vin,8.0,11,1.375,235.29000000000002,couverture_1_a_3_mois
4193,16529,Vin,13.0,34,2.6153846153846154,234.94,couverture_1_a_3_mois
5486,16130,Vin,5.0,9,1.8,234.81,couverture_1_a_3_mois
4717,15658,Vin,7.0,20,2.857142857142857,234.60000000000002,couverture_1_a_3_mois
6223,15324,Vin,6.0,17,2.8333333333333335,234.60000000000002,couverture_1_a_3_mois
5815,15238,Vin,9.0,26,2.888888888888889,234.26,couverture_1_a_3_mois
5491,15481,Vin,8.0,18,2.25,234.18,couverture_1_a_3_mois
4597,14000,Vin,4.0,7,1.75,233.94,couverture_1_a_3_mois
4180,15783,Vin,7.0,19,2.7142857142857144,233.32,couverture_1_a_3_mois
5891,15774,Vin,10.0,24,2.4,233.28000000000003,couverture_1_a_3_mois
5756,7033,Huile d'olive,5.0,9,1.8,232.65,couverture_1_a_3_mois
4042,16042,Vin,8.0,15,1.875,232.20000000000002,couverture_1_a_3_mois
5485,16131,Vin,10.0,14,1.4,231.98000000000002,couverture_1_a_3_mois
4712,15667,Vin,13.0,27,2.076923076923077,231.39000000000001,couverture_1_a_3_mois
4054,19816,Vin,3.0,6,2.0,230.82,couverture_1_a_3_mois
4713,14746,Vin,9.0,25,2.7777777777777777,230.50000000000003,couverture_1_a_3_mois
5506,14192,Vin,11.0,24,2.1818181818181817,230.16,couverture_1_a_3_mois
5520,15863,Vin,9.0,12,1.3333333333333333,229.79999999999998,couverture_1_a_3_mois
4303,13172,Vin,10.0,15,1.5,227.85,couverture_1_a_3_mois
6279,16247,Vin,6.0,10,1.6666666666666667,227.7,couverture_1_a_3_mois
5820,15240,Vin,6.0,7,1.1666666666666667,227.35999999999999,couverture_1_a_3_mois
6920,15740,Vin,8.0,9,1.125,225.45000000000002,couverture_1_a_3_mois
6884,15735,Vin,5.0,9,1.8,224.91,couverture_1_a_3_mois
4730,5646,Vin,11.0,31,2.8181818181818183,224.44,couverture_1_a_3_mois
4219,12599,Vin,12.0,25,2.0833333333333335,224.25000000000003,couverture_1_a_3_mois
4068,16416,Vin,12.0,25,2.0833333333333335,223.0,couverture_1_a_3_mois
4634,41,Vin,6.0,11,1.8333333333333333,221.32000000000002,couverture_1_a_3_mois
4933,16281,Vin,11.0,24,2.1818181818181817,221.28000000000003,couverture_1_a_3_mois
4076,13072,Vin,13.0,32,2.4615384615384617,220.8,couverture_1_a_3_mois
5894,16539,Vin,10.0,29,2.9,219.23999999999998,couverture_1_a_3_mois
4040,15303,Vin,7.0,12,1.7142857142857142,219.0,couverture_1_a_3_mois
6107,14101,Vin,5.0,7,1.4,218.89,couverture_1_a_3_mois
4162,14474,Vin,12.0,31,2.5833333333333335,217.61999999999998,couverture_1_a_3_mois
4978,13313,Vin,8.0,23,2.875,217.58,couverture_1_a_3_mois
4286,16066,Vin,3.0,6,2.0,216.36,couverture_1_a_3_mois
4759,16229,Vin,13.0,26,2.0,215.8,couverture_1_a_3_mois
4108,15353,Vin,7.0,13,1.8571428571428572,215.01999999999998,couverture_1_a_3_mois
4307,15946,Vin,14.0,37,2.642857142857143,214.6,couverture_1_a_3_mois
5697,16094,Vin,5.0,14,2.8,214.06,couverture_1_a_3_mois
4617,10459,Vin,4.0,6,1.5,213.42000000000002,couverture_1_a_3_mois
4201,15656,Vin,7.0,11,1.5714285714285714,211.64,couverture_1_a_3_mois
4797,14506,Vin,5.0,5,1.0,211.6,couverture_1_a_3_mois
4041,14975,Vin,6.0,12,2.0,210.84,couverture_1_a_3_mois
6206,16580,Vin,8.0,16,2.0,210.4,couverture_1_a_3_mois
5522,15861,Vin,4.0,8,2.0,210.08,couverture_1_a_3_mois
4786,15881,Vin,12.0,32,2.6666666666666665,209.92,couverture_1_a_3_mois
4679,15283,Vin,12.0,32,2.6666666666666665,209.6,couverture_1_a_3_mois
5743,14323,Vin,4.0,7,1.75,208.17999999999998,couverture_1_a_3_mois
4683,16239,Vin,15.0,43,2.8666666666666667,208.12,couverture_1_a_3_mois
4258,14485,Vin,8.0,12,1.5,207.0,couverture_1_a_3_mois
4938,13379,Vin,13.0,32,2.4615384615384617,206.72,couverture_1_a_3_mois
3847,15298,Vin,6.0,16,2.6666666666666665,206.08,couverture_1_a_3_mois
4920,15530,Vin,6.0,16,2.6666666666666665,205.76,couverture_1_a_3_mois
4166,16124,Vin,9.0,20,2.2222222222222223,205.39999999999998,couverture_1_a_3_mois
4298,16501,Vin,6.0,17,2.8333333333333335,203.83,couverture_1_a_3_mois
4886,15773,Vin,5.0,14,2.8,203.42,couverture_1_a_3_mois
6615,16071,Vin,6.0,12,2.0,203.39999999999998,couverture_1_a_3_mois
4074,15941,Vin,12.0,30,2.5,202.79999999999998,couverture_1_a_3_mois
4728,15729,Vin,5.0,14,2.8,202.72,couverture_1_a_3_mois
4223,16585,Vin,15.0,42,2.8,202.01999999999998,couverture_1_a_3_mois
4910,13809,Vin,8.0,23,2.875,201.48,couverture_1_a_3_mois
4889,16037,Vin,6.0,16,2.6666666666666665,200.8,couverture_1_a_3_mois
4130,15339,Vin,7.0,16,2.2857142857142856,199.68,couverture_1_a_3_mois
4750,13627,Vin,11.0,24,2.1818181818181817,199.20000000000002,couverture_1_a_3_mois
4177,15583,Vin,11.0,28,2.5454545454545454,199.08,couverture_1_a_3_mois
5958,15577,Vin,15.0,44,2.933333333333333,198.0,couverture_1_a_3_mois
4260,14945,Vin,13.0,31,2.3846153846153846,197.47,couverture_1_a_3_mois
4168,15784,Vin,8.0,21,2.625,197.4,couverture_1_a_3_mois
4600,15475,Vin,7.0,15,2.142857142857143,197.10000000000002,couverture_1_a_3_mois
5690,14647,Vin,8.0,9,1.125,197.01,couverture_1_a_3_mois
4615,16186,Vin,7.0,16,2.2857142857142856,196.48,couverture_1_a_3_mois
5068,15345,Vin,3.0,6,2.0,195.0,couverture_1_a_3_mois
6629,15793,Vin,5.0,10,2.0,194.8,couverture_1_a_3_mois
4795,3568,Vin,13.0,32,2.4615384615384617,194.56,couverture_1_a_3_mois
4676,15280,Vin,11.0,28,2.5454545454545454,194.04,couverture_1_a_3_mois
4613,15030,Vin,11.0,23,2.090909090909091,192.74,couverture_1_a_3_mois
5016,14839,Vin,15.0,40,2.6666666666666665,192.39999999999998,couverture_1_a_3_mois
4299,16578,Vin,8.0,10,1.25,191.9,couverture_1_a_3_mois
4271,13460,Vin,10.0,23,2.3,191.36,couverture_1_a_3_mois
5389,13904,Vin,9.0,23,2.5555555555555554,191.36,couverture_1_a_3_mois
4629,2534,Vin,4.0,7,1.75,189.49,couverture_1_a_3_mois
4714,15361,Vin,13.0,26,2.0,187.72,couverture_1_a_3_mois
4098,15378,Vin,8.0,17,2.125,186.32000000000002,couverture_1_a_3_mois
5893,13910,Vin,5.0,13,2.6,185.76999999999998,couverture_1_a_3_mois
5959,15766,Vin,9.0,24,2.6666666666666665,185.28,couverture_1_a_3_mois
4083,16296,Vin,9.0,21,2.3333333333333335,184.38,couverture_1_a_3_mois
5618,15921,Vin,4.0,5,1.25,184.20000000000002,couverture_1_a_3_mois
4060,16498,Vin,13.0,29,2.230769230769231,183.57,couverture_1_a_3_mois
4908,14395,Vin,5.0,7,1.4,182.76999999999998,couverture_1_a_3_mois
4270,15839,Vin,10.0,22,2.2,181.5,couverture_1_a_3_mois
5902,14095,Vin,9.0,10,1.1111111111111112,181.4,couverture_1_a_3_mois
6626,15790,Vin,10.0,11,1.1,181.17,couverture_1_a_3_mois
5010,15073,Vin,4.0,6,1.5,180.96,couverture_1_a_3_mois
5795,13291,Vin,6.0,16,2.6666666666666665,180.64,couverture_1_a_3_mois
4301,16553,Vin,7.0,19,2.7142857142857144,180.31,couverture_1_a_3_mois
4032,19814,Vin,12.0,26,2.1666666666666665,179.92,couverture_1_a_3_mois
4909,15614,Vin,6.0,14,2.3333333333333335,179.9,couverture_1_a_3_mois
6328,15810,Vin,7.0,16,2.2857142857142856,179.68,couverture_1_a_3_mois
4224,15306,Vin,9.0,21,2.3333333333333335,179.13,couverture_1_a_3_mois
6666,16067,Vin,6.0,7,1.1666666666666667,178.92,couverture_1_a_3_mois
4104,15683,Vin,15.0,35,2.3333333333333335,178.85000000000002,couverture_1_a_3_mois
4711,16119,Vin,4.0,6,1.5,178.62,couverture_1_a_3_mois
4078,13435,Vin,5.0,8,1.6,178.24,couverture_1_a_3_mois
5524,15864,Vin,6.0,9,1.5,177.66,couverture_1_a_3_mois
6573,15473,Vin,4.0,5,1.25,176.45,couverture_1_a_3_mois
5566,16192,Vin,5.0,12,2.4,175.56,couverture_1_a_3_mois
3849,15296,Vin,9.0,10,1.1111111111111112,175.39999999999998,couverture_1_a_3_mois
4651,11849,Vin,7.0,7,1.0,173.67,couverture_1_a_3_mois
6127,14573,Vin,12.0,32,2.6666666666666665,173.44,couverture_1_a_3_mois
5817,14600,Vin,5.0,6,1.2,173.22,couverture_1_a_3_mois
6108,14797,Vin,4.0,7,1.75,173.04,couverture_1_a_3_mois
6751,16144,Vin,6.0,7,1.1666666666666667,171.57000000000002,couverture_1_a_3_mois
4281,16330,Vin,12.0,30,2.5,170.70000000000002,couverture_1_a_3_mois
4862,16047,Vin,13.0,35,2.6923076923076925,170.10000000000002,couverture_1_a_3_mois
5398,12315,Vin,6.0,8,1.3333333333333333,169.28,couverture_1_a_3_mois
4620,15850,Vin,13.0,28,2.1538461538461537,168.84,couverture_1_a_3_mois
4628,802,Vin,5.0,8,1.6,168.56,couverture_1_a_3_mois
5819,11933,Vin,4.0,6,1.5,168.42000000000002,couverture_1_a_3_mois
5608,15944,Vin,6.0,11,1.8333333333333333,168.19,couverture_1_a_3_mois
6137,15834,Vin,6.0,7,1.1666666666666667,168.0,couverture_1_a_3_mois
4664,15402,Vin,9.0,20,2.2222222222222223,167.8,couverture_1_a_3_mois
4890,16038,Vin,8.0,19,2.375,166.82,couverture_1_a_3_mois
4190,16191,Vin,10.0,27,2.7,165.51,couverture_1_a_3_mois
6886,14897,Vin,5.0,8,1.6,164.96,couverture_1_a_3_mois
5580,13982,Vin,2.0,4,2.0,164.32,couverture_1_a_3_mois
5395,15095,Vin,10.0,24,2.4,163.68,couverture_1_a_3_mois
4197,16256,Vin,13.0,32,2.4615384615384617,163.2,couverture_1_a_3_mois
7247,13127-1,Vin,4.0,6,1.5,163.07999999999998,couverture_1_a_3_mois
4287,16065,Vin,7.0,8,1.1428571428571428,162.72,couverture_1_a_3_mois
4194,15441,Vin,14.0,29,2.0714285714285716,161.82,couverture_1_a_3_mois
6047,16264,Vin,11.0,29,2.6363636363636362,161.82,couverture_1_a_3_mois
4926,15456,Vin,15.0,40,2.6666666666666665,161.6,couverture_1_a_3_mois
4276,14527,Vin,7.0,17,2.4285714285714284,160.82000000000002,couverture_1_a_3_mois
5564,15748,Vin,9.0,10,1.1111111111111112,160.7,couverture_1_a_3_mois
4596,15476,Vin,5.0,7,1.4,160.37,couverture_1_a_3_mois
4725,16010,Vin,6.0,13,2.1666666666666665,160.29,couverture_1_a_3_mois
5614,14856,Vin,8.0,17,2.125,160.14,couverture_1_a_3_mois
5773,15264,Vin,7.0,9,1.2857142857142858,160.10999999999999,couverture_1_a_3_mois
4690,13659,Vin,11.0,23,2.090909090909091,159.62,couverture_1_a_3_mois
6094,15486,Vin,10.0,24,2.4,159.60000000000002,couverture_1_a_3_mois
4106,15787,Vin,9.0,24,2.6666666666666665,159.35999999999999,couverture_1_a_3_mois
5951,16472,Vin,2.0,4,2.0,158.6,couverture_1_a_3_mois
4105,16504,Vin,16.0,45,2.8125,157.95,couverture_1_a_3_mois
5448,14469,Vin,15.0,42,2.8,157.92,couverture_1_a_3_mois
4653,13515,Vin,8.0,8,1.0,157.12,couverture_1_a_3_mois
4210,15720,Vin,3.0,4,1.3333333333333333,156.68,couverture_1_a_3_mois
6663,16152,Vin,6.0,6,1.0,156.24,couverture_1_a_3_mois
5694,14661,Vin,9.0,25,2.7777777777777777,155.75,couverture_1_a_3_mois
4053,13127,Vin,5.0,7,1.4,155.4,couverture_1_a_3_mois
4165,15075,Vin,10.0,26,2.6,154.70000000000002,couverture_1_a_3_mois
4709,10775,Vin,6.0,7,1.1666666666666667,154.35,couverture_1_a_3_mois
4705,14699,Vin,6.0,9,1.5,154.26,couverture_1_a_3_mois
6575,15479,Vin,4.0,7,1.75,154.21,couverture_1_a_3_mois
4391,11467,Whisky,5.0,7,1.4,154.07000000000002,couverture_1_a_3_mois
4687,15582,Vin,7.0,10,1.4285714285714286,154.0,couverture_1_a_3_mois
6103,14100,Vin,6.0,7,1.1666666666666667,153.09,couverture_1_a_3_mois
5615,15923,Vin,4.0,5,1.25,153.0,couverture_1_a_3_mois
4263,15664,Vin,9.0,18,2.0,152.82,couverture_1_a_3_mois
5967,11669,Vin,3.0,5,1.6666666666666667,152.7,couverture_1_a_3_mois
4154,15141,Vin,13.0,31,2.3846153846153846,152.21,couverture_1_a_3_mois
6584,15769,Vin,10.0,22,2.2,152.02,couverture_1_a_3_mois
5741,15127,Vin,2.0,4,2.0,151.48,couverture_1_a_3_mois
4253,6616,Vin,5.0,5,1.0,150.9,couverture_1_a_3_mois
4163,15482,Vin,11.0,26,2.3636363636363638,150.79999999999998,couverture_1_a_3_mois
5552,13520,Vin,3.0,5,1.6666666666666667,150.55,couverture_1_a_3_mois
4861,15307,Vin,15.0,36,2.4,150.12,couverture_1_a_3_mois
4753,15429,Vin,10.0,23,2.3,149.73,couverture_1_a_3_mois
4964,16515,Vin,10.0,23,2.3,149.5,couverture_1_a_3_mois
4269,16244,Vin,12.0,28,2.3333333333333335,148.96,couverture_1_a_3_mois
5829,15329,Vin,3.0,5,1.6666666666666667,148.7,couverture_1_a_3_mois
4719,16527,Vin,11.0,23,2.090909090909091,148.58,couverture_1_a_3_mois
6070,16133,Vin,11.0,30,2.727272727272727,148.5,couverture_1_a_3_mois
4605,15148,Vin,9.0,9,1.0,148.23,couverture_1_a_3_mois
4264,15665,Vin,7.0,16,2.2857142857142856,147.2,couverture_1_a_3_mois
4059,16275,Vin,16.0,34,2.125,146.88,couverture_1_a_3_mois
5747,15631,Vin,5.0,12,2.4,145.8,couverture_1_a_3_mois
4649,16261,Vin,7.0,18,2.5714285714285716,145.79999999999998,couverture_1_a_3_mois
6928,15741,Vin,7.0,15,2.142857142857143,144.29999999999998,couverture_1_a_3_mois
5445,12194,Vin,8.0,18,2.25,144.0,couverture_1_a_3_mois
5525,14819,Vin,11.0,23,2.090909090909091,143.98,couverture_1_a_3_mois
5609,15930,Vin,5.0,7,1.4,143.78,couverture_1_a_3_mois
5550,13958,Vin,4.0,8,2.0,143.2,couverture_1_a_3_mois
4094,15676,Vin,7.0,20,2.857142857142857,143.0,couverture_1_a_3_mois
4191,16263,Vin,12.0,30,2.5,142.79999999999998,couverture_1_a_3_mois
5546,15202,Vin,7.0,18,2.5714285714285716,142.74,couverture_1_a_3_mois
4662,16081,Vin,6.0,13,2.1666666666666665,142.48000000000002,couverture_1_a_3_mois
4655,13516,Vin,7.0,7,1.0,142.45000000000002,couverture_1_a_3_mois
4936,15106,Vin,10.0,25,2.5,142.0,couverture_1_a_3_mois
5629,8365,Vin,13.0,28,2.1538461538461537,141.67999999999998,couverture_1_a_3_mois
5481,15138,Vin,9.0,25,2.7777777777777777,141.0,couverture_1_a_3_mois
4793,15730,Vin,7.0,15,2.142857142857143,140.54999999999998,couverture_1_a_3_mois
4107,14800,Vin,5.0,8,1.6,140.32,couverture_1_a_3_mois
5061,15711,Vin,3.0,5,1.6666666666666667,139.95,couverture_1_a_3_mois
4205,15413,Vin,6.0,12,2.0,139.8,couverture_1_a_3_mois
4229,15403,Vin,11.0,28,2.5454545454545454,138.88,couverture_1_a_3_mois
5706,15674,Vin,12.0,26,2.1666666666666665,138.32,couverture_1_a_3_mois
5002,14580,Vin,3.0,4,1.3333333333333333,138.16,couverture_1_a_3_mois
4633,804,Vin,3.0,5,1.6666666666666667,138.05,couverture_1_a_3_mois
4778,16072,Vin,9.0,20,2.2222222222222223,137.79999999999998,couverture_1_a_3_mois
6578,15647,Vin,4.0,7,1.75,137.41,couverture_1_a_3_mois
6753,15256,Vin,4.0,6,1.5,136.92000000000002,couverture_1_a_3_mois
4397,12639,Whisky,3.0,5,1.6666666666666667,136.54999999999998,couverture_1_a_3_mois
